NAME,neighbourhood_group,lat,long,cancellation_policy,room type,price,service fee,number of reviews,review rate number
Beautiful 1BR in Kips Bay w/ Concierge,Manhattan,40.7403,-73.97738,strict,Entire home/apt,820.0,164.0,3,4.0
Super Clean Newly Furnished in Prime Bay Ridge,Brooklyn,40.62605,-74.03014,flexible,Private room,338.0,68.0,7,3.0
"Cheerful sunny, one bedroom room in private home.",Queens,40.6692,-73.74453,strict,Private room,404.0,81.0,4,4.0
Calm and Cosy Apt Nolita LES,Manhattan,40.72231,-73.99069,strict,Entire home/apt,324.0,65.0,12,1.0
"Relaxed home, middle of Lower East! Side!",Manhattan,40.71358,-73.99091,strict,Entire home/apt,795.0,159.0,7,3.0
ART COLLECTORS APARTMENT - TIMES SQUARE-10TH AV.,Manhattan,40.76349,-73.98985,flexible,Entire home/apt,818.0,164.0,176,2.0
Beautiful tranquil Greenpoint two bedroom,Brooklyn,40.72422,-73.95021,strict,Entire home/apt,381.0,76.0,30,5.0
Bright studio in the heart of the east village,Manhattan,40.72741,-73.97529,strict,Entire home/apt,607.0,121.0,146,4.0
"Close2Manhattan,walk2Shops ferry&subway.Clean NYC!",Brooklyn,40.64608,-74.01433,moderate,Entire home/apt,147.0,29.0,131,2.0
Good place in hart of Manhattan/ 5ppl,Manhattan,40.748,-73.9871,strict,Entire home/apt,864.0,173.0,1,5.0
<DD> Bushwick Co-living,Brooklyn,40.69048,-73.92863,strict,Private room,698.0,140.0,16,4.0
West Village 2 Bedroom with Private Roof Deck!,Manhattan,40.73664,-74.00567,moderate,Entire home/apt,519.0,104.0,38,2.0
Luxury Full Central Park View Apart,Manhattan,40.80031,-73.95847,moderate,Entire home/apt,398.0,80.0,6,5.0
"10 min prospect park , restaurant , s. activities",Brooklyn,40.65224,-73.95724,flexible,Private room,744.0,149.0,23,5.0
SPACIOUS room TIME SQUARE,Manhattan,40.76106,-73.99148,moderate,Private room,115.0,23.0,23,5.0
Cozy room in the heart of Brooklyn mins from city.,Brooklyn,40.66166,-73.92155,strict,Private room,616.0,123.0,15,5.0
Large New York Private Room Own Bath Near Midtown,Queens,40.74468,-73.90795,moderate,Private room,908.0,182.0,4,5.0
Fresh Studio in Brooklyn Townhouse,Brooklyn,40.67063,-73.9337,flexible,Entire home/apt,945.0,189.0,61,2.0
Chelsea studio in the heart of Manhattan,Manhattan,40.74479,-73.99655,strict,Entire home/apt,974.0,195.0,3,5.0
Home sweet home in Harlem,Manhattan,40.81407,-73.95092,flexible,Entire home/apt,654.0,131.0,2,5.0
Oversized Studio in Park Slope,Brooklyn,40.66293,-73.99833,strict,Entire home/apt,510.0,102.0,1,1.0
New Family friendly home  in Staten island!,Staten Island,40.61483,-74.08846,flexible,Entire home/apt,966.0,193.0,21,4.0
Stylish  2 bedroom in the heart of manhattan,Manhattan,40.72345,-73.98152,moderate,Entire home/apt,235.0,47.0,8,4.0
NEW Beautiful Private ROOM in Great apartment,Brooklyn,40.68878,-73.9374,flexible,Private room,609.0,122.0,2,2.0
"Modern Comfort in Carroll Gardens, Brooklyn",Brooklyn,40.67705,-73.99655,strict,Entire home/apt,539.0,108.0,60,2.0
Redford Room 2,Manhattan,40.72133,-73.98684,strict,Private room,114.0,23.0,1,3.0
Central park North Two Bedroom,Manhattan,40.79966,-73.9539,flexible,Entire home/apt,720.0,144.0,14,4.0
Kitschy Spacious Brooklyn Apt,Brooklyn,40.71077,-73.93916,strict,Entire home/apt,599.0,120.0,17,4.0
"2 min to Subway (B/Q),Good size room",Brooklyn,40.65054,-73.96046,strict,Private room,372.0,74.0,5,2.0
Garden duplex in classic brownstone,Brooklyn,40.68385,-73.99278,flexible,Entire home/apt,997.0,199.0,14,5.0
"Relaxing, cozy corner of Harlem",Manhattan,40.81835,-73.94138,flexible,Private room,987.0,197.0,2,2.0
"Room @Brooklyn, NY",Brooklyn,40.64749,-73.99646,strict,Private room,238.0,48.0,8,2.0
Charming Historic House in Marble Hill!,Manhattan,40.87621,-73.90997,moderate,Private room,322.0,64.0,3,5.0
Lux 2BR apt City View:),Manhattan,40.77119,-73.98769,strict,Entire home/apt,812.0,162.0,1,4.0
"Cozy, Clean Cobble Hill Brownstone",Brooklyn,40.68538,-74.00056,flexible,Entire home/apt,233.0,47.0,103,5.0
2br Duplex w/Roof Deck Close to Empire State Build,Manhattan,40.74205,-73.97997,strict,Entire home/apt,241.0,48.0,13,5.0
Luxury NYC 2 Bedroom with Terrace,Manhattan,40.76128,-73.96463,moderate,Entire home/apt,907.0,181.0,11,5.0
Spacious 2 Bedroom with Balcony,Manhattan,40.79658,-73.93287,moderate,Entire home/apt,578.0,116.0,30,4.0
"Modern Apt! Gym, pool, sauna, hot tub, fast wifi.",Brooklyn,40.72109,-73.95341,strict,Entire home/apt,108.0,22.0,8,5.0
Modern Apt in the heart of the East Village,Manhattan,40.723,-73.98698,flexible,Entire home/apt,466.0,93.0,6,5.0
bedroom in front of prospect park  w/2 queens beds,Brooklyn,40.65193,-73.97301,moderate,Private room,165.0,33.0,206,3.0
Clean cozy room central historic gay best area,Manhattan,40.73336,-73.99836,strict,Private room,389.0,78.0,79,5.0
Sunny Room in Renovated Brooklyn Townhouse,Brooklyn,40.69589,-73.96261,moderate,Private room,626.0,125.0,16,3.0
"Adorable UES Studio w/ Balcony, Gym + Doorman by Blueground",Manhattan,40.77669,-73.95673,strict,Entire home/apt,221.0,44.0,1,4.0
"Beautiful, bright Comfy & spacious Private room.",Brooklyn,40.63904,-73.94813,strict,Private room,782.0,156.0,3,3.0
"Great Room &Host, steps from #1 train",Manhattan,40.82378,-73.95354,strict,Private room,812.0,162.0,13,3.0
Large and cosy apartment - Upper east!,Manhattan,40.77672,-73.95559,flexible,Private room,283.0,57.0,14,4.0
"Midcentury Feel, Hipster Pad (Hipsters Only)",Brooklyn,40.6859,-73.9576,moderate,Entire home/apt,750.0,150.0,43,2.0
Cozy Apt Minutes Away from Historic DT Manhattan,Brooklyn,40.68675,-73.87078,flexible,Entire home/apt,141.0,28.0,13,5.0
Beautiful big ROOM/Safe&comfortable/ near LG& JFK,Brooklyn,40.68446,-73.87801,moderate,Private room,289.0,58.0,10,4.0
Room in Clinton Hill Brooklyn Loft,Brooklyn,40.68712,-73.95876,flexible,Private room,345.0,69.0,1,2.0
Location! Great for families/groups,Brooklyn,40.66848,-73.98002,flexible,Entire home/apt,412.0,82.0,18,4.0
"Comfortable Private Room in Midwood area, Brooklyn",Brooklyn,40.61446,-73.95445,moderate,Private room,704.0,141.0,14,5.0
Junior 1-BR in West Village,Manhattan,40.73075,-74.00238,moderate,Entire home/apt,169.0,34.0,21,1.0
Large bedroom in chinatown,Manhattan,40.71521,-73.99606,flexible,Private room,775.0,155.0,1,3.0
Crown Heights Classic,Brooklyn,40.67074,-73.94896,flexible,Entire home/apt,452.0,90.0,63,3.0
Spacious 1 Bd. Apt. Inwood near Fort Tryon Park,Manhattan,40.85927,-73.92966,strict,Private room,283.0,57.0,1,4.0
SUNY Downstate/ kings county Amazing 2 Br apt!,Brooklyn,40.65249,-73.9439,moderate,Entire home/apt,433.0,87.0,30,2.0
"Sunny, Book-Filled Room in Carroll Gardens",Brooklyn,40.68172,-73.99358,strict,Private room,843.0,169.0,42,1.0
Large light-filled Chelsea loft with terrace,Manhattan,40.74761,-73.99539,moderate,Entire home/apt,746.0,149.0,2,3.0
Tidy & Mighty Brooklyn Studio,Brooklyn,40.65789,-74.0016,moderate,Entire home/apt,875.0,175.0,83,4.0
Sunny One Bedroom Brownstone Apt by Central Park,Manhattan,40.78829,-73.9701,moderate,Entire home/apt,386.0,77.0,17,1.0
Junior’s Place,Bronx,40.85675,-73.8693,moderate,Entire home/apt,909.0,182.0,1,3.0
Cozy studio with kitchenette and private entrance.,Bronx,40.82763,-73.85174,strict,Entire home/apt,510.0,102.0,3,2.0
Private room in Sunnyside Gardens,Queens,40.74615,-73.91704,moderate,Private room,408.0,82.0,1,1.0
Greenpoint Gem With Lovely Patio and Backyard!,Brooklyn,40.73392,-73.95528,strict,Entire home/apt,749.0,150.0,5,5.0
"Quaint, Cozy Studio in the Heart of Harlem",Manhattan,40.81033,-73.94286,flexible,Entire home/apt,188.0,38.0,30,4.0
Sunset Suite in Spectacular E. Village Penthouse!,Manhattan,40.72291,-73.98447,flexible,Private room,95.0,19.0,1,4.0
The Clifton Place,Brooklyn,40.68762,-73.95332,flexible,Private room,764.0,153.0,2,5.0
"Renovated 1BR in exciting, convenient area",Manhattan,40.7149,-73.99976,moderate,Entire home/apt,903.0,181.0,7,2.0
My studio,Brooklyn,40.70732,-73.94385,flexible,Entire home/apt,972.0,194.0,13,2.0
"Beautiful brand new room, close to times square",Manhattan,40.76631,-73.99177,flexible,Private room,740.0,148.0,68,4.0
Studio Near Times Square,Manhattan,40.76,-73.98962,flexible,Entire home/apt,926.0,185.0,4,2.0
"Generous UES 2BR w/ Gym, Doorman, Stunning Roof, by Blueground",Manhattan,40.775944,-73.955589,moderate,Entire home/apt,119.0,24.0,1,2.0
"Bright, sunny, home in Clinton Hill w/amazing roof",Brooklyn,40.68746,-73.9576,moderate,Private room,156.0,31.0,4,5.0
"Huge Sunny Bedroom, 20 min to Times Square!",Queens,40.74171,-73.9254,moderate,Private room,992.0,198.0,23,5.0
Comfy’s Bedroom Close Subway,Brooklyn,40.60615,-74.00315,strict,Private room,836.0,167.0,3,3.0
CLEAN COZY & COMFY E. VILLAGE PAD,Manhattan,40.7305,-73.98043,moderate,Entire home/apt,541.0,108.0,150,1.0
Sun-filled Boho Bedroom in the Heart of Astoria!,Queens,40.76705,-73.9169,strict,Private room,590.0,118.0,13,2.0
Large Private Room With Three Windows,Queens,40.75422,-73.81586,moderate,Private room,400.0,80.0,25,5.0
Heart of Bushwick,Brooklyn,40.70338,-73.91879,strict,Entire home/apt,781.0,156.0,3,5.0
Couch with memory foam topper for one in Brooklyn,Brooklyn,40.67282,-73.96099,flexible,Shared room,327.0,65.0,84,2.0
Huuuge Sunny Central Park REAL 2 bedroom 1.5 baths,Manhattan,40.76391,-73.9782,strict,Entire home/apt,299.0,60.0,40,5.0
Sonder | The Nash | Bohemian Studio + Rooftop,Manhattan,40.74737,-73.9742,flexible,Entire home/apt,951.0,190.0,4,5.0
Charming room Chinatown Manhattan,Manhattan,40.71319,-73.99265,flexible,Private room,77.0,15.0,1,5.0
Modern One Bedroom in Meatpacking,Manhattan,40.74201,-74.00325,flexible,Entire home/apt,161.0,32.0,55,3.0
Designer apartment in central part of Astoria,Queens,40.76676299,-73.92212543,strict,Entire home/apt,75.0,15.0,3,5.0
Lovely 2BR in Clinton Hill/Bed-Stuy,Brooklyn,40.68776,-73.95379,moderate,Entire home/apt,208.0,42.0,16,1.0
"NEW! Safe, Luxury Experience Entire Apt-SUPER Cozy",Queens,40.79058,-73.82328,strict,Entire home/apt,169.0,34.0,11,4.0
Sunny Cozy Loft in Greenpoint,Brooklyn,40.72999,-73.95301,strict,Entire home/apt,759.0,152.0,2,3.0
NYC X/L Bedroom/Private Bathroom. Long term,Manhattan,40.83136,-73.94299,moderate,Private room,307.0,61.0,4,4.0
Greenpoint private 2 rooms,Brooklyn,40.72921,-73.95016,flexible,Private room,412.0,82.0,1,2.0
ARTY 2 BED EAST VILLAGE GEM,Manhattan,40.72143,-73.98117,moderate,Entire home/apt,944.0,189.0,265,1.0
1 Bedroom Apt. in Nolita/Chinatown,Manhattan,40.71763,-73.99753,strict,Entire home/apt,126.0,25.0,6,1.0
"Beautiful & spacious room, Brooklyn",Brooklyn,40.63655,-73.95424,strict,Private room,567.0,113.0,1,3.0
Charming 2BR Apartment in Midtown Manhattan,Manhattan,40.75508,-73.96707,moderate,Entire home/apt,729.0,146.0,4,4.0
Private room in Jackson Heights 4 mins to 7 train 90 St,Queens,40.75829,-73.88161,strict,Private room,410.0,82.0,2,5.0
Spacious Bed Stuy Brooklyn 2 Bedroom Near Subway,Brooklyn,40.68528,-73.958,strict,Entire home/apt,602.0,120.0,28,3.0
Wall Street luxury short term stay,Manhattan,40.70471,-74.00817,moderate,Private room,597.0,119.0,2,4.0
Large Sunny Private Room w/Balcony & Roof,Brooklyn,40.71957,-73.94199,flexible,Private room,62.0,12.0,81,5.0
Spacious Room only minutes away from 125th area,Manhattan,40.81248,-73.9526,flexible,Private room,586.0,117.0,9,2.0
adorable studio apartment.,Queens,40.73545,-73.92166,moderate,Entire home/apt,967.0,193.0,6,4.0
Bushwick Room with a View,Brooklyn,40.69928,-73.92386,flexible,Private room,149.0,30.0,20,2.0
Beautiful Cozy Shared Room (FEMALE ONLY ),Manhattan,40.79903,-73.94539,flexible,Shared room,706.0,141.0,61,2.0
Large Wiliamsburg Private Bedroom,Brooklyn,40.71527,-73.94038,flexible,Private room,434.0,87.0,8,3.0
Modern 3BR/2Bath Home 10 mins From JFK,Queens,40.68054,-73.76712,moderate,Entire home/apt,312.0,62.0,141,5.0
"Home away from home,clean and cozy.",Brooklyn,40.68615,-73.93095,flexible,Private room,662.0,132.0,38,4.0
Brand new~Prime UES~W/D~ walk to C park,Manhattan,40.77519,-73.94801,moderate,Entire home/apt,982.0,196.0,4,5.0
"5 Bedroom, 2 Bath, Steps to Train. FREE PARKING!",Brooklyn,40.6686,-73.93037,flexible,Entire home/apt,995.0,199.0,193,1.0
"Sunny Studio, Amazing Neighborhood",Brooklyn,40.67293,-73.96678,strict,Entire home/apt,254.0,51.0,11,4.0
Charming UWS Private Room,Manhattan,40.78856,-73.97368,strict,Private room,173.0,35.0,1,4.0
Sweet little haven in a vibrant NYC,Manhattan,40.77737,-73.94574,flexible,Entire home/apt,500.0,100.0,5,4.0
Room super close to Midtown! 2 mins->subway,Queens,40.74378,-73.91098,moderate,Private room,423.0,85.0,4,4.0
Gaylord Room at Incentra Village Guest House,Manhattan,40.73888,-74.00343,moderate,Private room,663.0,133.0,4,2.0
"Private room in Astoria, NY!!",Queens,40.75568,-73.91578,flexible,Private room,296.0,59.0,22,1.0
"Clean, Quiet, Hip Apt in Bed Stuy",Brooklyn,40.69029,-73.95443,flexible,Entire home/apt,593.0,119.0,9,3.0
Your own room in NY's best area,Manhattan,40.73374,-74.00121,flexible,Private room,203.0,41.0,80,1.0
Cozy room in a spacious house,Brooklyn,40.62186,-73.95347,flexible,Private room,549.0,110.0,62,5.0
"Chic, Cozy Gramercy Apartment",Manhattan,40.73445,-73.98423,flexible,Entire home/apt,452.0,90.0,12,4.0
"Modern, central WBurg 2BR w/rooftop",Brooklyn,40.71381,-73.96065,strict,Entire home/apt,277.0,55.0,44,5.0
Quiet & Comfortable Upper East Side Apartment,Manhattan,40.78089,-73.94815,flexible,Entire home/apt,954.0,191.0,1,3.0
Tranquility Stay-cation with private pool,Queens,40.7177,-73.78689,moderate,Entire home/apt,811.0,162.0,115,4.0
"Best Williamsburg, Brooklyn NY- 30 days or more",Brooklyn,40.71032,-73.94806,strict,Entire home/apt,325.0,65.0,15,2.0
Cozy Apartment Best Location,Manhattan,40.7746,-73.95546,strict,Entire home/apt,948.0,190.0,7,2.0
Park Ave Apt in the Heart of NYC,Manhattan,40.74882,-73.97788,flexible,Entire home/apt,336.0,67.0,9,2.0
PARK AVE TOWNHOME | FREE PARKING,Manhattan,40.78805,-73.95084,flexible,Entire home/apt,181.0,36.0,89,5.0
One Bedroom Apartment in the Heart of East Village,Manhattan,40.73017,-73.98668,moderate,Entire home/apt,807.0,161.0,4,5.0
"Prospect Park Historic 1BR near 2,5,Q, B, S trains",Brooklyn,40.66085,-73.95586,flexible,Entire home/apt,786.0,157.0,1,2.0
One Bedroom - Gramery Park,Manhattan,40.73462,-73.98227,strict,Entire home/apt,216.0,43.0,1,2.0
Room/house nearby JFK airport Spri,Queens,40.6624,-73.76348,strict,Private room,64.0,13.0,2,4.0
Stylish Uptown Westside Apt.,Manhattan,40.82445,-73.95243,moderate,Entire home/apt,272.0,54.0,102,5.0
Great Eclectic Studio Apt in Brooklyn !!!!!!,Brooklyn,40.65188,-73.95649,strict,Entire home/apt,967.0,193.0,2,5.0
LOCATION LOCATION LOCATION Sara's,Manhattan,40.73677,-73.98084,moderate,Entire home/apt,362.0,72.0,128,2.0
Midwest Oasis in Kings County,Brooklyn,40.68336,-73.93578,strict,Entire home/apt,900.0,180.0,3,5.0
2 bed room loft best location near all fast wifi,Manhattan,40.74369,-73.98361,strict,Entire home/apt,872.0,174.0,5,3.0
Perfect 1st Floor Brownstone in Meatpacking- 2 ppl,Manhattan,40.73984,-74.00187,moderate,Entire home/apt,576.0,115.0,9,1.0
Studio in Forest Hills in a house with a backyard,Queens,40.7206,-73.85465,flexible,Entire home/apt,331.0,66.0,95,5.0
Spacious 1 bedroom and bathroom with full kitchen,Queens,40.71673,-73.81687,moderate,Entire home/apt,344.0,69.0,12,5.0
Spacious & Stylish Chelsea One Bedroom Apartment,Manhattan,40.74031,-74.00532,strict,Entire home/apt,328.0,66.0,46,4.0
"Sunny Astoria Bedroom (near LGA, and Astoria Park)",Queens,40.77205,-73.92997,flexible,Private room,555.0,111.0,5,2.0
BIG APPLE - COMFY KING ROOM,Manhattan,40.75655,-73.9969,moderate,Private room,330.0,66.0,18,4.0
Events | Art Gallery | Lounge | Meetings | Films,Brooklyn,40.66346,-73.99202,moderate,Entire home/apt,989.0,198.0,1,4.0
PRIVATE ROOM IN NEW YORK MANHATTAN; 10032,Manhattan,40.83308,-73.94103,strict,Private room,188.0,38.0,248,5.0
Beautiful One Bedroom Near Prospect Park,Brooklyn,40.67911,-73.9725,moderate,Entire home/apt,517.0,103.0,4,3.0
Luxury studio in the heart of Greenpoint!,Brooklyn,40.72683,-73.95905,flexible,Entire home/apt,130.0,26.0,4,2.0
5 ★★★★★ Gorgeous suite only 1 block from subway!,Bronx,40.8785,-73.86347,flexible,Entire home/apt,579.0,116.0,90,5.0
DOMINIQUE'S NY*Wanderlust room/Metro/Bronx Zoo/Gdn,Bronx,40.86317,-73.82494,strict,Private room,228.0,46.0,32,4.0
House of Monkey playful space for kids and family,Brooklyn,40.71199,-73.96479,strict,Entire home/apt,209.0,42.0,1,4.0
Beautiful shared room in Modern CoLiving space,Queens,40.7061,-73.9115,strict,Shared room,655.0,131.0,4,5.0
Room in Renovated BK Brownstone,Brooklyn,40.69443,-73.94316,strict,Private room,649.0,130.0,5,2.0
Private Room in Brooklyn,Brooklyn,40.71564,-73.95107,moderate,Private room,787.0,157.0,10,5.0
VERY BIG APARTMENT IN HARLEM/ENTIRE APARTMENT,Manhattan,40.81634,-73.94344,flexible,Entire home/apt,759.0,152.0,3,2.0
Private Bedroom w River View in Downtown Manhattan,Manhattan,40.71035,-74.01722,flexible,Private room,276.0,55.0,9,4.0
QUITE LOVELY STUDIO IN HEART OF HELLS KITCHEN**,Manhattan,40.76304,-73.9888,moderate,Entire home/apt,798.0,160.0,22,2.0
Tribeca Luxury 2000sf Loft,Manhattan,40.71559,-74.00737,strict,Entire home/apt,316.0,63.0,1,3.0
Entire space !!! Yours alone! New building,Manhattan,40.81119,-73.94751,moderate,Entire home/apt,162.0,32.0,5,5.0
Spacious and Bright Williamsburg Loft,Brooklyn,40.71578,-73.95389,strict,Entire home/apt,222.0,44.0,10,5.0
DOORMAN Immaculate A/C  Quiet Elegant,Manhattan,40.77081,-73.94944,strict,Entire home/apt,265.0,53.0,1,5.0
Brand New BK Duplex in the Center of it All!!!,Brooklyn,40.68736,-73.93827,flexible,Entire home/apt,889.0,178.0,13,4.0
Incredible room in Brooklyn,Brooklyn,40.67729,-73.98122,moderate,Private room,222.0,44.0,12,4.0
Luxury 2 BR in Prime NOHO,Manhattan,40.72448,-73.99247,moderate,Entire home/apt,319.0,64.0,3,1.0
Nice  neat  Bedroom  attached by PRIVATE BATHROOM,Queens,40.75901,-73.81461,moderate,Private room,870.0,174.0,92,4.0
Modern 3BR/2Bath in Greenpoint,Brooklyn,40.73117,-73.95647,flexible,Entire home/apt,687.0,137.0,2,2.0
Huge Space in Brooklyn's Most Beautiful Area,Brooklyn,40.67654,-73.97144,strict,Private room,911.0,182.0,11,5.0
Esmeralda Room,Queens,40.6736,-73.81504,flexible,Private room,50.0,10.0,1,5.0
Private room for all Midtown attractions,Manhattan,40.76092,-73.9922,strict,Private room,526.0,105.0,5,2.0
"Bright, spacious, ensuite bedroom in Williamsburg",Brooklyn,40.71779,-73.94632,moderate,Private room,573.0,115.0,5,4.0
Urban Luxury Master Room Suite,Manhattan,40.8243,-73.95547,flexible,Private room,940.0,188.0,115,4.0
"STUNNING 1BD BRIGHT UNIT, RENOVATED",Manhattan,40.76719,-73.98533,strict,Entire home/apt,391.0,78.0,6,3.0
2-3 bedroom UWS garden triplex,Manhattan,40.79795,-73.96175,strict,Entire home/apt,203.0,41.0,4,5.0
Travelers Cozy New York Getaway,Bronx,40.87257,-73.9009,strict,Private room,928.0,186.0,2,2.0
Quaint Room in Upper Manhattan,Manhattan,40.82561,-73.9446,strict,Private room,365.0,73.0,107,3.0
Room in Beautiful Beach Bungalow!,Queens,40.59326,-73.76037,flexible,Private room,326.0,65.0,33,3.0
Chic private room,Manhattan,40.82511,-73.95341,flexible,Private room,454.0,91.0,3,4.0
Stylish Apartment with Spacious Private Room,Manhattan,40.73222,-73.9969,strict,Private room,131.0,26.0,19,2.0
Modern sunny one bed apt,Manhattan,40.7211,-73.98397,strict,Entire home/apt,144.0,29.0,9,1.0
Luminous Penthouse with views in the East Village,Manhattan,40.73118,-73.98508,strict,Entire home/apt,864.0,173.0,3,3.0
A Zen oasis Harlem apartment,Manhattan,40.81195,-73.95274,flexible,Private room,493.0,99.0,17,5.0
Manhattan Apartment in the heart of Harlem,Manhattan,40.806,-73.94082,moderate,Private room,499.0,100.0,2,5.0
Welcoming and Beautiful bedroom in Brooklyn.,Brooklyn,40.6478,-73.96831,flexible,Private room,747.0,149.0,10,5.0
Glamorous upper west side Private room,Manhattan,40.79516,-73.96813,flexible,Private room,429.0,86.0,117,1.0
*Family Friendly* Room I Rooftop BAR I Near Macys,Manhattan,40.74708,-73.98513,moderate,Private room,463.0,93.0,8,4.0
Beautiful/Spacious 1 bed luxury flat-TriBeCa/Soho,Manhattan,40.72197,-74.00633,moderate,Entire home/apt,950.0,190.0,2,4.0
Big Room For 4 In Newly Renovated Apartment!,Queens,40.76181,-73.93087,flexible,Private room,664.0,133.0,17,3.0
Oasis Stay NY - Full 2 bedroom; 18 mins from NYC,Bronx,40.80862,-73.85311,moderate,Entire home/apt,190.0,38.0,55,4.0
Private room in Brooklyn 3 blocks from subway.,Brooklyn,40.69131,-73.95666,strict,Private room,639.0,128.0,53,2.0
